Tiempo_s,COM4_uV,COM7_uV
16.608,5.153397937829393,-3.9408420254387027
16.612,5.152315317760237,-2.597162707420966
16.616,4.0557393762031,1.7554377590724943
16.62,3.021413040607628,3.459087243511439
16.624,3.3311978645988805,0.8258650831074306
16.628,4.143988521790541,-2.940575428963662
16.632,4.296107859629986,-4.29917995936691
16.636,3.713097172003555,-2.7900476564723533
16.64,2.6050909163071343,-1.8076349135215777
16.644,1.40669983601665,-3.6402188460214804
16.648,1.2780240174400659,-6.813064412011269
16.652,2.5320331426415708,-7.628580065466603
16.656,2.7077018762562295,-3.0343884144942326
16.66,0.06205712495209048,1.8338400677403914
16.664,-1.8982593693162362,-1.9329464740701816
16.668,0.23740352481586813,-9.027755765269312
16.672,2.6904536168303164,-9.163412501202771
16.676,1.232311938911508,-9.14256943569737
16.68,-0.8354348304602932,-15.33480195084244
16.684,0.14764980262415195,-16.655333515330376
16.688,1.726675635076248,-10.126797590673236
16.692,1.8386713891297557,-8.141714411499725
16.696,2.133805721434428,-11.101330409746863
16.7,2.703667914316916,-9.430963382637213
16.704,1.842459942305617,-4.947541168471631
16.708,0.01675459217246833,-4.292237996700038
16.712,-1.1435383443812235,-7.493198175809649
16.716,-1.4734955525414426,-12.596753183384717
16.72,-1.947554535740597,-17.406419111990644
16.724,-3.170170230548954,-19.05141812780093
16.728,-3.984297027439042,-18.45618502115329
16.732,-2.945264395840653,-18.481092750662405
16.736,-1.7309069254169218,-19.07246062540279
16.74,-2.526877117780534,-19.747595445141897
16.744,-3.111408937603256,-21.287955425212825
16.748,-1.2676485635296846,-21.25159505625957
16.752,0.00207680772187957,-15.31775802193243
16.756,-1.7197006912243018,-6.732498686473235
16.76,-3.2296452181274695,-4.90651832784922
16.764,-1.1832511287554233,-9.968840162349668
16.768,3.0382673094151977,-12.123661408206658
16.772,5.74647859868324,-9.425737033191549
16.776,5.393343574249956,-8.305095043548587
16.78,4.161066642335135,-8.810446020767435
16.784,4.123044924971653,-8.104335660674296
16.788,3.9833524864156016,-8.697526745879184
16.792,3.29373881975536,-9.683632665330991
16.796,4.407665271371286,-6.8467867103949285
16.8,6.827421252865761,-3.8899299810423216
16.804,7.403588640178365,-4.8306504242613055
16.808,5.905328717765144,-5.429099849344713
16.812,3.991102502903231,-5.093926673014069
16.816,2.975780399192063,-7.264007756044688
16.82,4.534394567117529,-6.803140877857603
16.824,7.32565253167971,-0.6971381730217594
16.828,7.196735359258982,0.8551515428153138
16.832,5.188329731408809,-5.542126415677581
16.836,5.659350750594424,-8.496238417569653
16.84,6.693592916429993,-5.5099992460722795
16.844,4.559164264641642,-5.965884312807384
16.848,2.3967903329577265,-9.627381125954216
16.852,3.562289587413982,-9.571179665787039
16.856,5.06878347202286,-7.5270645604142
16.86,4.466796022811971,-6.353390593912584
16.864,3.325976382740783,-3.502518137154455
16.868,2.289346270417237,-0.2952867333426852
16.872,1.282254816517514,0.6959334754046154
16.876,2.0262855797080603,1.8887331310887596
16.88,4.62898931540066,1.782777221641096
16.884,6.180915697637021,-2.357769899982582
16.888,5.3005986330287564,-3.4068887000613213
16.892,3.843926960834991,1.4430775617363114
16.896,3.583131928228821,2.125666521499568
16.9,4.0089729417234174,-1.8194262132362695
16.904,3.651173479975779,-0.5428087242096318
16.908,2.352980108648311,2.5229601686229657
16.912,1.4371024981453888,-0.4075126214072089
16.916,1.6035467159660455,-3.595954790310591
16.92,1.98425075489755,-2.598132313047035
16.924,1.9211672284666235,-2.545880653259932
16.928,2.0898504087869143,-4.2299840537723234
16.932,2.7246659033337846,-4.159118428434866
16.936,2.66109639560322,-2.756681568941689
16.94,1.8416139299999346,-2.6059604387058233
16.944,1.9533926228225449,-6.7357755249175355
16.948,2.547917109772893,-13.506975468883882
16.952,1.2204603796200557,-13.8024378427171
16.956,-0.848140406871597,-6.448987020060674
16.96,-0.1690715073814335,-2.327207120967447
16.964,2.2997692693394365,-3.203687523375212
16.968,3.2944372838200096,-1.717610568441426
16.972,3.377894145838873,-0.7876259595123543
16.976,3.782780232002767,-5.346076008937192
16.98,2.8707671743677694,-8.01273647613429
16.984,0.6792223519945142,-3.8943797140665186
16.988,-0.15728419324640486,-0.43070607687083573
16.992,0.2545761042049053,-2.7170657979151436
16.996,0.130905322342447,-6.463429966775866
17.0,0.6774629488210462,-6.674538997395356
17.004,3.2460749259958046,-4.261628039985419
17.008,5.17013950017635,-5.209500942858808
17.012,3.5319517562080653,-11.617069692794148
17.016,0.12589122281615572,-14.844877306048518
17.02,-1.1900220654946922,-8.08813852302968
17.024,-0.0950776219407401,-0.09769210976075371
17.028,0.9253856013961326,-1.3095088304014695
17.032,1.57372631902647,-5.6894075584260175
17.036,3.2523685481340845,-3.2451115831258726
17.04,4.85008499636128,1.4589651253711153
17.044,4.0914510618517115,0.5386885251299152
17.048,1.3553129912710757,-1.9800120718498775
17.052,-1.0728769853169355,-1.7503165224978723
17.056,-1.6813890118236052,-3.397420523956235
17.06,-1.2645968911931613,-7.694448775522341
17.064,-1.6989895171995033,-8.225097486973716
17.068,-1.873126434935159,-3.6048891694780405
17.072,0.3190317394593072,2.0043733442095526
17.076,1.2715706439347672,4.102016163847416
17.08,-2.6718141929886103,-1.0676613397714654
17.084,-5.783189680595376,-8.030268720217897
17.088,-3.0432379755049634,-4.910705607045417
17.092,-0.9506472580400531,4.245831440377744
17.096,-4.126982720253862,4.374719418141462
17.1,-5.990074995671579,-1.2055218812348958
17.104,-3.2618446267680437,0.3312428477575118
17.108,-1.2744339065472097,3.3895411729693166
17.112,-1.2704633325819294,-0.8808812901503096
17.116,-0.893447104677306,-3.0781591891954925
17.12,-2.292922747903172,2.7514898189368946
17.124,-5.225783923268921,4.577779315375416
17.128,-4.5637497619466245,-2.0742640308267912
17.132,-1.7649259724095572,-5.268482413086005
17.136,-2.1198495971201083,-1.2492112678119707
17.14,-2.8955808372327345,1.3945204583205904
17.144,-0.8493938071739034,0.5721258260528721
17.148,-0.7830875732814092,-0.21056873251439878
17.152,-4.192678650496065,-1.8543676133585176
17.156,-5.333291622879276,-3.0174309770206733
17.16,-3.67149526730715,1.0831585448232453
17.164,-3.6209835404528006,6.738481458595229
17.168,-4.22574461122225,6.445628614019039
17.172,-2.331465300080921,3.473922337934635
17.176,0.6135060944286418,3.926261016525686
17.18,2.181775764365282,4.229721523194631
17.184,1.979055668463208,1.8893438402412155
17.188,0.012774839737350496,2.1128757043577364
17.192,-2.123172063709203,4.091374822275422
17.196,-1.6918630833208974,2.176413500709465
17.2,0.5557164077094441,0.23150694791880344
17.204,1.161089800209988,2.6473487967502844
17.208,-0.1628312088372868,3.585033961137058
17.212,-0.6586205221792393,1.0106929649094862
17.216,0.6738988266877417,-0.3666848597861856
17.22,2.4342535361600515,-2.124292111862423
17.224,3.07466300620911,-4.987967153219899
17.228,2.053221844720003,-2.747791806496555
17.232,0.19186843757189526,2.2719975877404393
17.236,-1.393864584181092,1.8929134712570157
17.24,-2.5489197517007467,-0.40321275013573654
17.244,-2.4785619378015915,1.337889209066212
17.248,0.04478658678232639,3.0340936350704713
17.252,3.1103377090780815,2.177423621072121
17.256,3.466330895045231,2.432681045561395
17.26,1.9962380710487515,3.6295825017439736
17.264,1.715394338234829,3.4041696514119
17.268,2.771952909904071,3.041238726407801
17.272,3.698001192777271,2.897642289965189
17.276,3.523411594008679,1.235908160024251
17.28,2.026270255001128,-0.04962690938695724
17.284,1.5979220521051407,2.092328582772806
17.288,5.039747974663753,5.4908380692995795
17.292,9.293373350775996,6.943135776365988
17.296,8.611187476256585,7.431986721400082
17.3,4.224011238418808,7.668732989539938
17.304,1.8741715742245504,7.694751120136287
17.308,1.4935642994427725,10.165895474499749
17.312,-0.4773312710297539,12.794261437270032
17.316,-1.6272594492958183,9.01304822332726
17.32,1.9309514026390957,3.236151316696218
17.324,5.690792739065815,4.067334994582938
17.328,3.907772708849159,6.1886526115437
17.332,0.044690396667403265,3.412756020064938
17.336,-1.402613574804355,3.1774091575377756
17.34,-2.728337541603675,9.068184015713165
17.344,-4.657752483632766,11.923688182157505
17.348,-4.26535239649243,6.606502416303385
17.352,-3.0716827762584904,-0.2659331117072874
17.356,-3.444312391241107,0.7833083277474184
17.36,-2.6339744448142564,9.691663497372767
17.364,-0.17766131360217463,13.12031990078392
17.368,-0.09114845949133776,3.4698220401154654
17.372,-2.1473452738399805,-5.754852160898409
17.376,-2.6311951155160798,-2.189991365072764
17.38,-1.4521218007192416,5.32231022408178
17.384,-0.5848928829569653,6.488683369743641
17.388,-0.8699977278879281,5.054476770655558
17.392,-2.5420921019466016,4.681588893871583
17.396,-4.017993417069043,3.6364208512838587
17.4,-2.7350355682995313,3.3187800189325287
17.404,0.25622760055250104,4.654808511518601
17.408,1.1447781482640886,4.801203852426472
17.412,-0.7992432042528544,4.360120754049641
17.416,-2.259803228901945,4.794098642360986
17.42,-0.7408602253283678,2.5875865002417857
17.424,1.6901069468818306,-1.394259867348616
17.428,1.3133535975791013,0.34662543224430564
17.432,-1.134189826349521,6.931251935453643
17.436,-1.721145692195524,9.232398009885419
17.44,-0.5798772717611558,5.826295296160966
17.444,-0.7318663886086301,2.5555565005231955
17.448,-1.1120285685361837,1.3986839837497378
17.452,0.49793806855995415,1.0929724189912768
17.456,1.6218992859785364,1.8998626137461478
17.46,0.31410847959123833,3.6595079892549833
17.464,-0.9010084937184808,3.7385314071580957
17.468,-1.172933524804449,1.4709684308578268
17.472,-2.2056326469933447,1.520982788622213
17.476,-3.1581576121128045,5.25046903405288
17.48,-2.596343990402575,4.403692406747705
17.484,-1.436988680718478,-3.583657157333228
17.488,-0.7591660020588016,-6.304343660010868
17.492,-1.0502393769382794,2.4448994666345634
17.496,-1.5807464899933852,11.152453002928116
17.5,-0.44786458375343097,11.971560320535723
17.504,0.9165372280828343,10.773060115609919
17.508,-0.1528330560845288,11.05177753543316
17.512,-1.0101203380364057,9.64701385666108
17.516,0.20568109148125435,7.008952673971258
17.52,-0.28788524791380654,5.759722838242855
17.524,-2.749371824421949,6.122589644070366
17.528,-3.7114681568781602,8.837515989007525
17.532,-4.2624361929502514,11.985292266828434
17.536,-5.336381481006936,9.750446397626192
17.54,-4.692122535388569,4.578817685314416
17.544,-3.740169598778728,4.767903446535868
17.548,-4.053990051847107,6.496848670449939
17.552,-3.397898710755502,2.38803698567121
17.556,-3.0973626302120607,0.14938709123104132
17.56,-4.91964913172286,7.310470046025511
17.564,-4.30972721241103,14.777471673223651
17.568,-0.5486177619943353,13.347888078267438
17.572,0.823326803874239,7.093170739523455
17.576,0.27159709613298233,4.721224529979104
17.58,0.539394836011617,9.241997455500506
17.584,-1.5224402141531974,13.961111255393057
17.588,-5.506661296814855,11.870220321667237
17.592,-6.10588121390675,8.351637394700042
17.596,-4.90623341842706,8.201001106641463
17.6,-6.229111156805549,4.287663276490662
17.604,-8.014222638341776,-2.3615384169979805
17.608,-8.26224589830869,-0.5552670405521738
17.612,-8.113207152355423,4.569169456748817
17.616,-6.624315792761981,0.6681725729855188
17.62,-4.448355733823723,-4.209017942253858
17.624,-5.6244319963196245,1.14641854784756
17.628,-8.508843794120187,8.304886499955735
17.632,-7.330087620141917,8.501076387533196
17.636,-3.9431018358318286,7.262998869936446
17.64,-4.4058434543383,8.213706788857372
17.644,-7.306032706712025,7.81505075896456
17.648,-7.374488130796076,7.240597450145884
17.652,-5.0725837555348114,9.145600889859935
17.656,-4.012070717932032,8.994393030338202
17.66,-4.503393173280937,4.716898954410077
17.664,-4.908129686791671,2.2196333045103884
17.668,-4.947170795973653,2.7887071723980768
17.672,-4.841258358786295,2.642063125415902
17.676,-4.338770395197942,4.195016146218833
17.68,-4.139645213298004,7.602834855903204
17.684,-5.31204498794459,4.2560530749917405
17.688,-6.4945395021657895,-3.3261389094286287
17.692,-5.812776289381576,-0.9376061663204212
17.696,-5.318176812516161,8.708159618635726
17.7,-6.866418837601284,10.75158677939094
17.704,-6.77605210910274,7.715872553125472
17.708,-3.2682825335783754,9.512394106252316
17.712,-1.003684121023384,10.998203125283467
17.716,-0.8808932265262897,7.1171403717411295
17.72,0.9685999964642056,4.0199708044727345
17.724,2.1410503311861433,2.638987554396742
17.728,-0.971232524089312,-0.1417228287529042
17.732,-3.467002484741204,0.06093397857881655
17.736,-2.519990595571862,2.820002916986965
17.74,-3.041531880576904,0.703115647518672
17.744,-5.152412513395284,-2.6440555992074195
17.748,-4.759824627242008,-1.757324833782917
17.752,-3.9285078674866565,-3.859338866436701
17.756,-4.6136251115198705,-8.308720461544837
17.76,-3.6122378873367147,-3.2931913080473123
17.764,-1.6994792873958975,5.2692463685556845
17.768,-2.4748182785559534,2.4207884559053383
17.772,-3.548583262781805,-5.767518564656399
17.776,-1.8949923424200756,-7.265313337756865
17.78,-0.20015092453815342,-5.534505643121847
17.784,-0.6644147507916704,-5.450065437619983
17.788,-1.548397053252585,-5.695306734796091
17.792,-1.1420299325707584,-5.8697988593737875
17.796,0.6373967653755175,-4.304198518342886
17.8,2.1618944799134843,-1.8233669446712497
17.804,0.9086877355555902,-4.285718829120583
17.808,-2.2405181939152428,-7.982857468107568
17.812,-3.498044033739518,-4.428723641882797
17.816,-2.998073215974795,-1.228956657352981
17.82,-3.7912554140263897,-6.549260871010588
17.824,-4.309373008286492,-8.957018397556666
17.828,-1.4153684662443817,-2.276766949277345
17.832,1.892201618506654,-0.3316664839963579
17.836,1.6197658764640597,-7.554450279861811
17.84,-0.18115835726823182,-10.670189835501148
17.844,-1.0996141121139473,-6.67946242950633
17.848,-2.3773128941085764,-5.263502557954197
17.852,-3.3717899687893675,-7.044724592407988
17.856,-1.8018424760206209,-6.867118652757142
17.86,0.9628788474805097,-6.90633932544111
17.864,2.0727949023329018,-8.121532275039783
17.868,0.9715105655618235,-6.341957295696659
17.872,-0.9513789340484031,-4.292414261926012
17.876,-0.614609458773959,-6.827878581605887
17.88,3.0055420779887294,-8.977065516630688
17.884,5.331931211214691,-7.530978976397364
17.888,3.181565363223468,-8.236259865110526
17.892,0.3114796580700432,-10.882102136359634
17.896,0.12784397007519566,-10.003248609908752
17.9,0.7975096199663536,-8.177434555470825
17.904,0.2019909462654077,-8.298747140404004
17.908,-1.1442411523113698,-7.400371649093216
17.912,-1.5759938036582568,-7.0539200049550175
17.916,-0.2614158250639207,-9.10976170218909
17.92,1.1508142120316798,-8.589079848929032
17.924,0.7962130841619715,-5.947766534538886
17.928,-0.4825043588356266,-6.040400877457188
17.932,-1.3680264035094005,-5.251551093678799
17.936,-1.7685344288922913,-2.347318839404892
17.94,-1.7445347850226884,-4.188125214408359
17.944,-2.0318073880212513,-8.470777357736964
17.948,-2.6999759541235058,-8.788484151570742
17.952,-2.037186472404791,-9.147529560327513
17.956,-0.9060698436843548,-9.022639902311184
17.96,-1.8522406477060507,-1.931636278324035
17.964,-2.8843660464566234,2.9070669583200868
17.968,-1.7227772824543592,-3.8732982650617913
17.972,-0.7949443062776957,-9.802591822469466
17.976,-0.39119444017128835,-7.397455641847898
17.98,1.4882194714267687,-6.9778568034698765
17.984,2.2051136848128587,-7.732747220840054
17.988,0.6252280533573824,-0.9002193791779689
17.992,1.1872749955852466,5.271197008522819
17.996,3.2040107670650286,2.043623516006889
18.0,1.933354917087378,-1.8428993935264657
18.004,0.541108074784729,-0.0714939571625024
18.008,3.3650282652785233,1.2639685274197348
18.012,5.235558158365647,-1.105935735164337
18.016,1.8559496773012318,-2.495123787240715
18.02,-1.9050470647394242,1.5759636945534226
18.024,-1.9162901926943707,9.527024605320761
18.028,-0.36312620192041756,15.477116377121405
18.032,0.19673751967191855,16.586465087751066
18.036,-0.18527932281816284,12.980103834789276
18.04,-0.07688624953338241,4.2388329581323205
18.044,1.6834939207412791,-3.884386069369185
18.048,3.335629936128832,-2.6281899591400872
18.052,2.402101421557097,3.661761456119507
18.056,0.8182638118525292,5.597917117388903
18.06,1.3160938836197653,5.428424080467622
18.064,1.6701399276442688,5.530977419259614
18.068,-0.21017775128074057,2.7175662288891402
18.072,-1.557337356674397,0.8770294695494414
18.076,-0.4390750704332884,1.4316489633964409
18.08,1.1528753013779394,-4.316338133073359
18.084,1.9639664234912892,-12.72608610607115
18.088,2.638918837640035,-9.789766054920207
18.092,2.9910857336382177,0.9082376984574836
18.096,2.614220673002352,6.744350786065638
18.1,2.3718443512989094,7.030211451071068
18.104,3.245562252077061,3.9645328131459365
18.108,4.554675574516001,-1.4365773686949126
18.112,4.30020622506877,-3.082565404278455
18.116,2.1518984666272694,0.246663042821595
18.12,0.8573003667731687,3.0548006882037413
18.124,2.670832523710832,3.772039365898948
18.128,5.840528962385945,0.7722630487176758
18.132,6.6619517735310065,-5.642965812045645
18.136,4.180400683651788,-4.765164704424578
18.14,1.5486891530880538,4.941435598493044
18.144,1.8506270969077443,7.497678818156956
18.148,4.120828556132336,0.8128546301840345
18.152,5.77050201324796,-1.6415353043516632
18.156,5.905052943062067,-2.1650347826902845
18.16,4.230432701606777,-7.726529037417336
18.164,1.7120870752139155,-8.00130409207847
18.168,1.6174963385872658,0.7345788918595417
18.172,4.140581662141795,4.215925175244408
18.176,5.01122732817208,-1.5576370632226428
18.18,3.4365911196720864,-6.158815159463941
18.184,2.499827106216957,-5.755421675928858
18.188,1.8960657827919372,-3.1042184864777482
18.192,0.4124486818959259,0.4386542373201081
18.196,0.6031385594255765,2.5099681693734723
18.2,2.9347766803403568,1.638086012205484
18.204,3.581574584865492,-0.1272475670787543
18.208,1.7387260769261372,-1.7494711177153022
18.212,0.30859768464101744,-4.4289368377287275
18.216,0.15247537035629266,-7.5682547927915635
18.22,0.4393131627010378,-8.120588073838661
18.224,1.310487812305877,-5.168331833303149
18.228,2.6010097818803866,-2.4774838839377296
18.232,3.2673030793246927,-2.3855390885991454
18.236,3.172021899275565,-2.349310718634264
18.24,3.319153623242328,-1.806236661935202
18.244,4.213228222274209,-2.4918585972145664
18.248,5.186570516414396,-3.0133832304713764
18.252,5.514871221110182,-4.529743517057483
18.256,5.073469551051221,-10.392227147452452
18.26,4.0546757563385185,-15.328957410725906
18.264,3.1754973172592793,-13.51217874066036
18.268,3.2271355371269195,-9.774354121734746
18.272,4.2402373609200055,-7.996743411738251
18.276,6.343846250365251,-6.688708197568566
18.28,8.82075370181176,-8.536116981554564
18.284,8.88105812065912,-14.062951552329004
18.288,6.427711926474627,-14.88661766676239
18.292,5.330983526955796,-6.546343896515353
18.296,5.57340557727971,3.360343341729383
18.3,3.8234202449947494,4.664186183289075
18.304,2.233208616768703,-1.804470172451552
18.308,4.078531604081305,-4.605852032887626
18.312,5.677649675797616,-1.087918449769063
18.316,3.7554983278762823,-1.7234963308136813
18.32,1.6216343766759236,-7.183411928388459
18.324,1.802019420043715,-7.359733681917156
18.328,2.7555147944043528,-4.053003099196516
18.332,3.775661615558299,-4.64796050268626
18.336,4.597471522707453,-4.685167290050259
18.34,3.061525068482876,-0.4959205469236778
18.344,-0.4065099501538816,0.8291211400090504
18.348,-1.3432631945825975,-3.9082516005822825
18.352,1.0030893954696465,-8.361605283194507
18.356,2.23869926962902,-8.22996107160801
18.36,1.5439899782329398,-6.032593876740986
18.364,1.69282440329017,-4.135101172037295
18.368,2.0280710133357047,-1.484589584389532
18.372,2.238212419489913,1.1518193612900234
18.376,4.970582350675225,1.5030999260019051
18.38,7.341940469195393,1.0974362502560204
18.384,4.03475924251933,0.3800473400954587
18.388,-0.6826789766768382,-2.2521568564298704
18.392,-0.45285407444150927,-0.7829226000281615
18.396,1.1958795523768053,8.634926228478871
18.4,-0.10213151661370201,14.311523325140048
18.404,-1.3838773926286505,8.24160744803428
18.408,-0.3328628875892994,-0.33876221538887563
18.412,1.1164516925139605,-3.509932097460915
18.416,1.8286760876576986,-2.619528167486905
18.42,2.1044876255932214,0.314572814894305
18.424,2.3509700151602653,2.5688782879696532
18.428,3.3844940537966846,2.2948505723277215
18.432,4.693043483901455,1.4192868653294823
18.436,4.22650642221321,0.12724834730549262
18.44,2.0028261045375673,-0.5774781757506204
18.444,0.4940589505129518,2.8537414847111897
18.448,0.6586937459103077,5.997687278865087
18.452,1.1314589483418445,2.5994519864014656
18.456,1.607390714484514,-2.0208736572197417
18.46,3.1274226315183045,-2.9283964091928603
18.464,4.465347166907858,-2.4783466644296013
18.468,2.9414790576530514,0.5266752504804906
18.472,-0.1489402614009132,4.29889258721499
18.476,-0.2856214495172469,0.7052351387817986
18.48,2.4002245198659766,-5.5120858264197
18.484,2.7026953077001865,-2.5126378498407718
18.488,0.14207293988606517,4.792710221780805
18.492,-0.024993875239437857,5.818023834069837
18.496,1.79401180753335,3.212770034612255
18.5,0.16569466307082026,2.6418829265590134
18.504,-2.6248759443155074,3.3369422747465762
18.508,-1.0981892032647838,3.686925883138123
18.512,0.7402961308089895,2.4544768583804206
18.516,-1.3623237819310392,-1.363059344905139
18.52,-2.2125675904537303,-4.82820898277194
18.524,-0.2493813224635395,-4.380570076060909
18.528,-1.2561174810840123,-2.399581950759867
18.532,-4.125628583132089,-3.25463451935617
18.536,-3.8074326090834756,-5.55716674679212
18.54,-2.212174710676011,-6.7244003328406095
18.544,-0.4236776072353372,-8.448023930249551
18.548,3.665144829594433,-8.763756134372077
18.552,4.898783571254434,-2.9780061109297016
18.556,-0.6076425525640912,2.8133381301051976
18.56,-4.233530092842669,1.3152827710431083
18.564,-1.4338418115304778,0.37979851718359114
18.568,-0.6144442187196866,4.531205922814461
18.572,-3.89683431119962,3.079788572267411
18.576,-4.053678741227862,-4.7563995718463055
18.58,-1.730063697960996,-7.132506143055995
18.584,-2.125907803730613,-4.070383029001594
18.588,-3.2324839141392774,-2.3732023348391458
18.592,-2.9945479142454334,-1.2796834635354877
18.596,-3.6782445094869587,0.025502329586323924
18.6,-4.360025537212797,2.5240807298566708
18.604,-3.310743029928253,8.755133767487685
18.608,-2.6628961475078823,10.4677218033307
18.612,-2.8674825827730333,0.7859108521535632
18.616,-2.3687861792449034,-6.641817688388819
18.62,-2.1952267764016296,-2.3204070474139087
18.624,-3.1140286739776246,0.784433802824541
18.628,-4.25576864800027,-3.916607704123379
18.632,-5.135269987490848,-6.738774256640575
18.636,-4.345466067132765,-6.165367349878082
18.64,-2.478514443318315,-7.033962701388802
18.644,-3.487212563763868,-6.043951430888377
18.648,-5.926301523811343,-2.633964057683656
18.652,-4.633432333359089,-1.6442153783991031
18.656,-2.2755838429403314,-0.42890436690561984
18.66,-3.3888383239597677,1.5522120538560387
18.664,-4.908289138480822,-4.605878672324373
18.668,-4.612543018152224,-14.790505059278189
18.672,-4.866446911690665,-12.573181939860675
18.676,-5.2337889702406155,-1.978495482507661
18.68,-4.540658374360791,-1.1757060906698626
18.684,-4.559561111163804,-6.740585668540739
18.688,-5.696667321353884,-3.8825380528856
18.692,-7.141173130805559,2.3730652522503632
18.696,-8.609677733618243,0.5081323085165934
18.7,-7.802263827896217,-4.584199752503466
18.704,-4.088595493272458,-4.7666099647335685
18.708,-2.2432154020392807,-2.4029002994461095
18.712,-4.488893286170675,-1.532282072363735
18.716,-6.483125248369305,-2.5716204594412773
18.72,-5.779574619969823,-5.16143662669387
18.724,-4.709630152900264,-8.08715150762653
18.728,-4.095089061898792,-10.05394046957197
18.732,-2.9386790823485462,-9.858438337237104
18.736,-2.7554155451769025,-6.8276675642657665
18.74,-4.725438231730504,-5.616319271776938
18.744,-6.187317924583779,-10.436460905245653
18.748,-5.909286647490569,-13.655663918659322
18.752,-6.420892965499418,-7.986907445408185
18.756,-7.46659579786297,-1.7440531878677916
18.76,-6.052328891228369,-2.7846222931863736
18.764,-3.6038290634351418,-5.200206642611711
18.768,-3.7763582153505695,-4.679358216489888
18.772,-5.657697192094483,-4.397168109882692
18.776,-6.021295095322095,-3.6178332726537334
18.78,-4.55910452210978,-0.13140550429054443
18.784,-3.401600576984847,3.059817085026026
18.788,-3.5306368996400956,3.5880183438423217
18.792,-3.496716286183369,2.6568867526593962
18.796,-3.033153036939606,2.075468486425976
18.8,-4.284066974881131,2.8231247946416786
18.804,-5.620744020310931,2.6006278057895145
18.808,-2.843561059295163,-0.4063560989471142
18.812,0.5280038923090831,-1.0087747314474598
18.816,-1.6122592406140637,3.7392134149811724
18.82,-4.551089847885736,6.64139047543204
18.824,-1.9843787606627123,4.190377526931989
18.828,0.4795542619562996,2.0858499417082683
18.832,-2.057662246431212,1.6243519878999493
18.836,-3.268527969570482,0.7064091255420877
18.84,-0.1006305664753766,2.156473157200402
18.844,1.460396053934713,4.045716030170745
18.848,0.3618854513098171,-0.17718772181821407
18.852,1.153205399825727,-4.237904419304016
18.856,2.6745730868275777,2.0976772540232247
18.86,1.4364075323773813,11.008557556909551
18.864,-0.4806544304851661,10.278225888991571
18.868,-0.58066314598091,4.239667658618025
18.872,-0.13985550799981494,0.9518794393813579
18.876,0.5565938975543876,0.19654394173066692
18.88,2.310779501338782,2.4280553405951295
18.884,3.007409138583398,6.973988877016318
18.888,1.0772487919197564,6.966609948052806
18.892,-0.38080152742384055,2.934377636341374
18.896,0.7604746291916129,3.378735529665306
18.9,1.5769964610586302,5.765540270158276
18.904,0.8469083646455515,3.142658739876218
18.908,1.4509538534163258,1.6272204750547345
18.912,3.0404005390067175,4.650365135531494
18.916,2.9441708866046,2.7636093323019395
18.92,2.8156111714335506,-2.9319545922463988
18.924,3.6425535905125273,-1.6602243456227157
18.928,2.0658932285982687,0.8200786226051733
18.932,-0.7575255746725742,-4.140804361675862
18.936,0.07145545417957555,-5.774299384941109
18.94,2.6336943116043967,1.8948371492619813
18.944,3.0246576044180804,6.603081150460824
18.948,3.870189669830398,4.8259923103548665
18.952,6.196225899511219,4.418528706017739
18.956,5.40012054523434,4.29822610059832
18.96,1.571413106809389,1.5845219438988458
18.964,-0.08277519191371008,0.7290178718536708
18.968,0.6380860574040859,2.194108661661158
18.972,-0.22076932107512937,2.6451243122631993
18.976,-2.75590700320192,2.9637745683565555
18.98,-3.4307245245186784,2.5582272730048032
18.984,-1.0554316730172708,-1.4317954496660867
18.988,1.0518879744320686,-5.835776045905003
18.992,-0.44946387653645115,-5.953451901897115
18.996,-3.7787412724615344,-4.519396187811356
19.0,-4.846993969474109,-5.656955070723907
19.004,-3.1690332827676007,-6.441908068957559
19.008,-0.5850355159876588,-3.210000558914455
19.012,1.7011676846936539,0.46554940520123367
19.016,1.9232060084492009,0.3794583649708869
19.02,-0.5375237798185655,-1.2560890323998848
19.024,-2.6011835768689173,-0.5967296212692972
19.028,-2.3411625007587396,3.721470600975266
19.032,-1.9116185256425844,8.949829150830972
19.036,-1.9688337690046478,6.243515516136732
19.04,-0.8658905036114646,-6.7885888042423055
19.044,0.514247072113595,-15.68131109991634
19.048,1.2429719896948408,-10.74451209294088
19.052,2.88082868699234,-2.7970937337058963
19.056,3.965900763951935,0.3367598298482726
19.06,1.426616325868946,4.6555490079696895
19.064,-1.631593957425736,8.727244155111364
19.068,-0.9290465444111647,5.051803033234066
19.072,0.7549009679512702,-0.2970457904774726
19.076,-0.08013242699772016,1.9411098810078329
19.08,-1.7079206809359724,7.39955715333388
19.084,-2.381806235336679,9.485027429092519
19.088,-2.2456128302750438,9.362067734537973
19.092,-1.0673920884406183,7.726428075555457
19.096,-0.24385144705065365,3.33196028195448
19.1,-1.278484208725063,-1.1951545075222043
19.104,-1.1725535280433765,-2.631517725247921
19.108,2.058256460013758,-1.7199168760544445
19.112,3.9335259723470877,-1.5472308017136562
19.116,2.3911172573209134,-4.234782712778426
19.12,2.630613484582465,-7.137381705091624
19.124,5.615770204098592,-5.725104270494789
19.128,5.338050875700677,-2.7545649667766625
19.132,1.9891583834460185,-3.1848866331696826
19.136,1.168083313453789,-2.20892706961531
19.14,1.1993426188288576,4.578780753915412
19.144,-1.001469003276259,9.289518544174626
19.148,-0.4100575722943227,5.995936304650195
